,Loyalty#,Customer Name,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,Customer Lifetime Value,EnrollmentType,IsCancelled,Tenure_months
6927,362736,Hortencia Bogart,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,College,Suburban,0.0,Single,Nova,2015-10-20,6113.87,Standard,0,123.6
6928,459971,Nestor Pleasanton,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,College,Suburban,0.0,Single,Nova,2019-06-09,6117.03,Standard,0,79.3
6929,994541,Colton Snoderly,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,High School or Below,Rural,23843.0,Married,Nova,2016-09-10,6120.19,Standard,0,112.7
6930,517533,Marisa Nolette,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,male,Bachelor,Rural,26787.0,Married,Nova,2019-01-06,6121.11,Standard,0,84.4
6931,667041,Kendall Antich,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,Bachelor,Urban,90778.0,Married,Nova,2017-03-22,6131.66,Standard,0,106.3
6932,968090,Carie Kame,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,Bachelor,Rural,43875.0,Divorced,Nova,2016-09-11,6134.39,Standard,0,112.7
6933,897545,Olen Bevill,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0.0,Single,Nova,2021-05-14,6141.96,Standard,0,55.8
6934,314441,Floretta Thiesfeld,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,Bachelor,Suburban,45032.0,Married,Nova,2016-05-27,6143.9,Standard,1,35.4
6935,866362,Shalonda Gagarin,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,Bachelor,Urban,78824.0,Divorced,Nova,2021-12-20,6156.36,Standard,0,48.5
6936,387584,Evie Hronek,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Urban,0.0,Single,Nova,2016-10-25,6158.85,Standard,0,111.2
6937,266429,Ressie Vanzie,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Suburban,80590.0,Married,Nova,2019-04-24,6162.2,Standard,1,18.5
6938,384328,Aurora Suire,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,female,College,Urban,0.0,Single,Nova,2020-03-06,6165.56,Standard,0,70.3
6939,590393,Ehtel Wille,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,60884.0,Married,Nova,2021-10-04,6165.86,Standard,0,51.0
6940,615989,Sana Mccollins,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,Bachelor,Rural,27289.0,Married,Nova,2020-03-04,6167.85,Standard,0,70.3
6941,351238,Yaeko Ossowski,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,Bachelor,Suburban,49529.0,Married,Nova,2017-11-08,6176.7,Standard,0,98.6
6942,396726,Jackeline Cajas,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,College,Suburban,0.0,Single,Nova,2020-03-27,6179.7,Standard,0,69.6
6943,795174,Suzanna Guterman,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,male,Doctor,Rural,23712.0,Single,Nova,2021-12-01,6183.11,Standard,0,49.1
6944,266326,Sammy Redstone,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,36464.0,Married,Nova,2021-11-07,6183.19,Standard,0,49.9
6945,553973,Sabina Petzoldt,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Rural,21020.0,Divorced,Nova,2017-08-18,6185.34,Standard,0,101.3
6946,512179,Estell Urion,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,88375.0,Divorced,Nova,2016-09-27,6186.5,Standard,0,112.1
6947,407032,Modesta Cordenas,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,College,Urban,0.0,Single,Nova,2018-10-30,6187.35,Standard,0,86.7
6948,851499,David Zellmer,Ontario,Toronto,43.653225,-79.383186,V5R 1W3,male,College,Suburban,0.0,Single,Nova,2021-02-22,6187.35,2021 Promotion,1,8.1
6949,434888,Loan Lacerda,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Urban,40352.0,Married,Nova,2017-05-03,6188.38,Standard,0,104.9
6950,206332,Chieko Archiopoli,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Rural,0.0,Single,Nova,2017-10-27,6189.12,Standard,1,8.1
6951,154606,Hope Norment,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Bachelor,Rural,59523.0,Married,Nova,2021-03-16,6189.99,2021 Promotion,0,57.8
6952,172348,Sheena Schlepphorst,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Rural,59523.0,Married,Nova,2020-04-14,6189.99,Standard,0,69.0
6953,112842,Leilani Keinonen,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Suburban,0.0,Married,Nova,2019-11-20,6217.26,Standard,0,73.8
6954,505204,Marian Botticello,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Suburban,51944.0,Married,Nova,2018-04-01,6218.66,Standard,0,93.8
6955,491404,Maryetta Silsbee,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,female,College,Rural,0.0,Single,Nova,2020-07-20,6220.77,Standard,0,65.7
6956,390562,Rochel Maglaras,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Suburban,74270.0,Single,Nova,2021-07-14,6222.21,Standard,0,53.8
6957,493894,Francisca Brege,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Rural,74270.0,Single,Nova,2016-08-17,6222.21,Standard,0,113.5
6958,527244,Marilyn Smigel,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,College,Suburban,0.0,Single,Nova,2020-12-01,6227.37,Standard,0,61.3
6959,349730,Adelaida Heavrin,Ontario,Toronto,43.653225,-79.383186,V5R 1W3,male,Doctor,Suburban,28334.0,Single,Nova,2017-07-18,6232.69,Standard,0,102.3
6960,397533,Son Collazo,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,College,Urban,0.0,Married,Nova,2015-08-22,6234.31,Standard,0,125.5
6961,767058,Lavone Zubiate,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,College,Rural,0.0,Married,Nova,2020-07-28,6234.31,Standard,0,65.5
6962,458939,Shonta Osentowski,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,College,Urban,0.0,Single,Nova,2019-12-19,6239.26,Standard,0,72.9
6963,244538,Kathey Jacquier,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,male,College,Urban,0.0,Single,Nova,2019-07-19,6240.66,Standard,0,78.0
6964,681270,Deidra Masher,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,57734.0,Divorced,Nova,2017-05-14,6243.14,Standard,0,104.5
6965,576736,Dan Doughman,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Rural,80101.0,Single,Nova,2021-04-02,6245.44,2021 Promotion,0,57.2
6966,206680,Lawanda Heung,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,College,Urban,0.0,Married,Nova,2016-03-11,6265.34,Standard,0,118.8
6967,475550,Kia Kershbaumer,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Suburban,0.0,Married,Nova,2018-04-17,6265.34,Standard,0,93.2
6968,702257,Deon Sukhram,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,female,College,Urban,0.0,Married,Nova,2016-06-11,6265.34,Standard,0,115.7
6969,921357,Marge Vanderau,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Rural,0.0,Married,Nova,2015-08-18,6265.34,Standard,0,125.7
6970,941621,Cleveland Savory,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,female,College,Suburban,0.0,Married,Nova,2020-06-14,6265.34,Standard,1,8.2
6971,180321,Beata Seard,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,College,Urban,0.0,Single,Nova,2020-10-30,6269.14,Standard,0,62.3
6972,773095,Michelina Rueb,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Suburban,61040.0,Married,Nova,2021-03-14,6269.59,2021 Promotion,0,57.8
6973,445632,Nicole Padmore,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Bachelor,Suburban,94880.0,Single,Nova,2017-07-10,6271.32,Standard,0,102.6
6974,658175,Debra Malocha,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,Bachelor,Urban,76673.0,Divorced,Nova,2020-07-27,6272.42,Standard,0,65.5
6975,568814,Windy Mesteth,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Bachelor,Suburban,20836.0,Married,Nova,2019-08-10,6273.17,Standard,0,77.2
6976,692275,Carlee Masincup,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Master,Rural,18577.0,Divorced,Nova,2020-08-25,6273.91,Standard,0,64.5
6977,380255,Earlean Onaga,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,female,High School or Below,Urban,13662.0,Single,Nova,2019-08-10,6274.45,Standard,0,77.2
6978,936860,Edward Franciosa,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,male,College,Urban,0.0,Single,Nova,2018-11-12,6277.01,Standard,1,5.7
6979,463490,Mose Blossomgame,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Urban,0.0,Married,Nova,2017-04-17,6282.32,Standard,0,105.4
6980,827334,Erlene Crissman,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,College,Suburban,0.0,Single,Nova,2020-02-22,6285.31,Standard,0,70.7
6981,274107,Avery Pfister,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,40675.0,Married,Nova,2018-07-21,6289.8,Standard,1,8.1
6982,506170,Shemeka Jungen,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,College,Urban,0.0,Single,Nova,2016-01-21,6291.59,Standard,0,120.5
6983,874842,Sharri Yeboah,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Rural,26577.0,Married,Nova,2020-09-09,6292.74,Standard,0,64.0
6984,552546,Marylin Bertelsen,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Rural,45430.0,Single,Nova,2018-06-16,6293.96,Standard,1,8.2
6985,519276,Penny Slinker,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,High School or Below,Urban,29539.0,Single,Nova,2019-07-07,6300.44,Standard,0,78.4
6986,560713,Ellie Wasowski,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,College,Suburban,0.0,Single,Nova,2016-12-02,6305.93,Standard,0,109.9
6987,723672,Fumiko Torrence,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,College,Suburban,0.0,Single,Nova,2018-11-11,6305.93,Standard,0,86.3
6988,438299,Hyun Mortin,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Suburban,21368.0,Married,Nova,2020-04-27,6308.92,Standard,0,68.5
6989,657842,Jacquelyn Stoeger,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,male,Bachelor,Urban,21368.0,Married,Nova,2021-04-26,6308.92,2021 Promotion,0,56.4
6990,231090,Janella Zafar,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,79880.0,Married,Nova,2017-11-28,6310.4,Standard,0,97.9
6991,236874,Bradley Giudice,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,54408.0,Married,Nova,2016-05-04,6314.58,Standard,1,65.7
6992,504311,Janna Sargis,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Urban,54408.0,Married,Nova,2015-10-14,6314.58,Standard,0,123.8
6993,289693,Yen Decelles,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,College,Urban,0.0,Married,Nova,2021-07-04,6314.6,Standard,0,54.1
6994,775185,Elinore Bednar,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Suburban,0.0,Married,Nova,2018-04-06,6314.6,Standard,0,93.6
6995,206366,Dawna Lauderdale,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,male,High School or Below,Suburban,13792.0,Divorced,Nova,2018-10-07,6317.37,Standard,0,87.5
6996,197973,Randell Lyles,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,College,Urban,0.0,Divorced,Nova,2021-01-29,6326.68,Standard,0,59.3
6997,576354,Mitchell Kristiansen,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,College,Rural,0.0,Married,Nova,2015-05-30,6331.34,Standard,0,128.3
6998,590025,Tamesha Bento,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,College,Suburban,0.0,Married,Nova,2020-12-18,6331.34,Standard,0,60.7
6999,827819,Victor Dagan,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Suburban,71737.0,Divorced,Nova,2018-03-25,6333.03,Standard,0,94.0
7001,595334,Destiny Knoeppel,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Bachelor,Urban,42259.0,Married,Nova,2021-07-04,6347.5,Standard,0,54.1
7002,358039,Herminia Wolbrecht,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0.0,Married,Nova,2021-06-28,6358.25,Standard,0,54.3
7003,508923,Ilona Copen,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,Bachelor,Rural,41195.0,Married,Nova,2015-10-19,6360.65,Standard,0,123.6
7004,649404,Tamar Griesbaum,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Rural,0.0,Married,Nova,2017-09-30,6361.95,Standard,1,8.1
7005,177677,Gregoria Bohlig,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,44368.0,Married,Nova,2019-02-22,6366.23,Standard,1,8.1
7006,239955,Genoveva Therien,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Urban,44368.0,Married,Nova,2021-03-05,6366.23,2021 Promotion,0,58.1
7007,565351,Tennille Featheringham,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,female,Bachelor,Suburban,44368.0,Married,Nova,2016-09-27,6366.23,Standard,0,112.1
7008,969219,Lieselotte Quaife,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Suburban,44368.0,Married,Nova,2021-08-29,6366.23,Standard,0,52.2
7009,146099,Sherell Lisbey,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Bachelor,Rural,34498.0,Single,Nova,2021-02-11,6369.26,2021 Promotion,0,58.9
7010,312226,Etsuko Allessi,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Rural,34498.0,Single,Nova,2020-10-23,6369.26,Standard,0,62.6
7011,624980,Yuk Khalifah,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,34498.0,Single,Nova,2018-11-30,6369.26,Standard,0,85.7
7012,785738,Anya Florian,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,Bachelor,Suburban,34498.0,Single,Nova,2019-04-11,6369.26,Standard,0,81.3
7013,898438,Suzy Addington,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,female,Bachelor,Rural,23797.0,Married,Nova,2016-03-27,6371.32,Standard,0,118.3
7014,229308,Ryan Sandelius,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Suburban,27835.0,Divorced,Nova,2019-09-10,6376.75,Standard,1,2.9
7015,605874,Noelle Lamm,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,Bachelor,Rural,67881.0,Married,Nova,2020-11-15,6383.48,Standard,0,61.8
7016,929282,Sparkle Kleinkopf,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,College,Suburban,0.0,Single,Nova,2020-06-21,6383.61,Standard,0,66.7
7017,424688,Joshua Lemarr,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,23751.0,Single,Nova,2019-03-19,6386.28,Standard,0,82.0
7018,965688,Justin Killingworth,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Urban,23751.0,Single,Nova,2018-09-10,6386.28,Standard,0,88.4
7019,140823,Al Auzat,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,Bachelor,Rural,26436.0,Divorced,Nova,2019-08-29,6388.21,Standard,0,76.6
7020,795486,Bret Stickford,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,College,Urban,0.0,Single,Nova,2018-08-17,6393.87,Standard,0,89.2
7021,920145,Dell Ooten,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Rural,28095.0,Married,Nova,2020-05-09,6403.58,Standard,0,68.1
7022,939333,Shalon Frailey,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,28095.0,Married,Nova,2021-12-23,6403.58,Standard,0,48.4
7023,119638,Margorie Beras,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Rural,0.0,Single,Nova,2021-02-24,6409.63,2021 Promotion,0,58.4
7024,735171,Ying Bottiggi,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Rural,61709.0,Married,Nova,2017-06-13,6410.97,Standard,1,8.2
7025,839579,Roselyn Piepenbrink,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,male,Bachelor,Urban,47606.0,Divorced,Nova,2020-10-24,6411.68,Standard,0,62.5
7026,589074,Regina Dauterman,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,female,College,Urban,0.0,Single,Nova,2021-04-11,6414.08,2021 Promotion,1,4.1
7027,280879,Syreeta Semans,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,46648.0,Divorced,Nova,2020-05-27,6418.25,Standard,0,67.5
7028,304117,Lina Nardy,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,College,Rural,0.0,Single,Nova,2018-02-10,6418.85,Standard,0,95.4
7029,520202,Minh Alison,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,High School or Below,Rural,21238.0,Married,Nova,2020-11-13,6431.74,Standard,0,61.9
7030,522285,Keesha Holleman,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,High School or Below,Urban,19831.0,Married,Nova,2021-03-10,6439.0,2021 Promotion,0,58.0
7031,972121,Shanda Loparco,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,female,High School or Below,Suburban,19831.0,Married,Nova,2019-02-24,6439.0,Standard,0,82.8
7032,907636,Kimberly Scarpitta,British Columbia,Victoria,48.428421,-123.36565,V5R 1W3,male,College,Urban,0.0,Single,Nova,2015-07-03,6439.33,Standard,0,127.2
7033,323249,Jenna Montney,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Urban,46750.0,Married,Nova,2021-03-10,6444.08,2021 Promotion,0,58.0
7034,347013,Sumiko Koenigsman,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,55037.0,Married,Nova,2021-03-30,6446.71,2021 Promotion,0,57.3
7035,378920,Alex Sumpter,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,43478.0,Married,Nova,2017-11-20,6446.92,Standard,1,47.1
7036,635616,Monet Piro,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,30857.0,Married,Nova,2016-08-15,6451.26,Standard,0,113.6
7037,559879,Soon Eidschun,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,Bachelor,Urban,37548.0,Married,Nova,2016-07-24,6457.56,Standard,0,114.3
7038,555831,Analisa Olaya,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Rural,23235.0,Married,Nova,2020-06-13,6459.64,Standard,1,7.8
7039,923201,Noelle Mulholland,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,male,Bachelor,Rural,23235.0,Married,Nova,2018-07-26,6459.64,Standard,0,89.9
7040,661708,Sunshine Ryckman,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,College,Urban,0.0,Single,Nova,2020-11-12,6462.22,Standard,0,61.9
7041,134397,Evangeline Guler,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,48638.0,Married,Nova,2017-12-10,6470.54,Standard,0,97.5
7042,326988,Dan Koves,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Urban,87210.0,Single,Nova,2020-04-27,6486.11,Standard,0,68.5
7043,788354,Pamella Sudduth,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Rural,95025.0,Divorced,Nova,2017-06-20,6488.9,Standard,0,103.3
7044,324125,Marcell Ram,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,High School or Below,Suburban,15300.0,Married,Nova,2021-07-21,6494.24,Standard,0,53.5
7045,489221,Nikita Piening,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,High School or Below,Rural,15300.0,Married,Nova,2015-12-26,6494.24,Standard,0,121.3
7046,891696,Jonna Buntrock,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Rural,89285.0,Married,Nova,2018-07-30,6496.2,Standard,0,89.8
7047,475123,Colene Walkingstick,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,College,Suburban,0.0,Single,Nova,2016-05-04,6500.41,Standard,0,117.0
7048,781052,Denisha Yant,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,College,Rural,0.0,Single,Nova,2017-12-13,6503.14,Standard,0,97.4
7049,273478,Tyree Bossley,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Doctor,Suburban,22081.0,Married,Nova,2019-08-15,6503.4,Standard,0,77.1
7050,666702,Melba Mcfeely,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Doctor,Suburban,22081.0,Married,Nova,2020-04-15,6503.4,Standard,1,8.1
7051,834523,Christi Habenicht,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Doctor,Rural,22081.0,Married,Nova,2015-06-28,6503.4,Standard,0,127.4
7052,951624,Lindsay Hubl,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Doctor,Urban,22081.0,Married,Nova,2018-03-16,6503.4,Standard,0,94.3
7053,709479,Viviana Verlotte,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,College,Suburban,0.0,Single,Nova,2017-08-25,6507.75,Standard,1,37.5
7054,943553,Nicolas Leval,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Urban,0.0,Single,Nova,2017-11-07,6507.75,Standard,0,98.6
7055,106839,Coralie Duffin,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Suburban,42602.0,Married,Nova,2017-07-09,6511.47,Standard,0,102.6
7056,326418,Cecil Schneidermann,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,50037.0,Married,Nova,2017-07-10,6513.61,Standard,0,102.6
7057,723820,Irene Cabbagestalk,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,77135.0,Divorced,Nova,2020-09-15,6514.43,Standard,0,63.8
7058,446302,Merlyn Crisman,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,College,Urban,0.0,Married,Nova,2018-03-16,6514.95,Standard,0,94.3
7059,275209,Cher Kieke,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Urban,47259.0,Married,Nova,2017-11-24,6515.03,Standard,0,98.0
7060,129976,Maudie Leek,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Suburban,38795.0,Married,Nova,2019-06-20,6519.29,Standard,0,78.9
7061,197096,Merle Wheelan,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Suburban,38795.0,Married,Nova,2016-07-21,6519.29,Standard,0,114.4
7062,160707,Ron Saenger,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,male,Bachelor,Suburban,93721.0,Married,Nova,2016-10-13,6520.82,Standard,0,111.6
7063,340604,Julio Ruoff,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,72608.0,Married,Nova,2015-11-28,6521.37,Standard,0,122.3
7064,974209,Brendan Wipfli,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,male,Bachelor,Urban,72608.0,Married,Nova,2015-05-02,6521.37,Standard,0,129.3
7065,244611,Wilber Balson,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Suburban,44379.0,Married,Nova,2019-09-27,6529.91,Standard,0,75.6
7066,931244,Shanel Kawelo,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,24919.0,Married,Nova,2015-06-27,6532.01,Standard,0,127.4
7067,778590,Kenda Redondo,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,College,Urban,0.0,Single,Nova,2016-01-26,6535.56,Standard,0,120.3
7068,669810,Kathi Parah,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,female,Doctor,Rural,21156.0,Divorced,Nova,2015-10-11,6540.2,Standard,0,123.9
7069,485705,Reid Durland,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Suburban,56188.0,Married,Nova,2021-12-20,6552.4,Standard,0,48.5
7070,400265,Joy Hughs,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,female,College,Urban,0.0,Single,Nova,2019-12-15,6553.94,Standard,0,73.0
7071,575070,Earlean Saletta,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Doctor,Rural,25222.0,Single,Nova,2018-06-28,6554.22,Standard,0,90.8
7072,734838,Katelynn Muchmore,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Doctor,Urban,21853.0,Married,Nova,2017-11-18,6555.36,Standard,1,39.7
7073,371159,Denisse Bleimehl,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,College,Suburban,0.0,Single,Nova,2017-12-11,6559.35,Standard,0,97.5
7074,876254,Claudie Ceccarelli,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,College,Suburban,0.0,Single,Nova,2020-03-08,6560.82,Standard,0,70.2
7075,252563,Azalee Atilano,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Doctor,Rural,25876.0,Married,Nova,2019-07-20,6568.76,Standard,1,8.1
7076,233738,George Leite,British Columbia,Victoria,48.428421,-123.36565,V5R 1W3,male,College,Rural,0.0,Single,Nova,2016-10-26,6582.45,Standard,0,111.2
7077,420008,Lonny Dickerman,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,College,Rural,0.0,Single,Nova,2016-05-19,6583.21,Standard,0,116.5
7078,494536,Kristine Wonderly,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,female,College,Urban,0.0,Single,Nova,2020-03-21,6583.21,Standard,0,69.8
7079,132935,Mardell Pouge,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,female,College,Urban,0.0,Single,Nova,2016-03-08,6595.1,Standard,0,118.9
7080,175832,Alayna Costigan,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,female,Bachelor,Suburban,36060.0,Married,Nova,2017-07-15,6599.08,Standard,1,22.8
